,Title,Artist,Weeks on chart,year,Spotify_Popularity,Artist_Popularity,track_id,track_title,track_artist,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,time_signature,tempo,mode,genre
5320,Open Up Your Door,Richard And The Young Lions,nan,1966,-1,9,2I07mm97gsZtLdF058b3OX,Open up Your Door,Richard And The Young Lions,0.38799999999999996,0.883,2.0,-4.065,0.035,0.00043799999999999997,0.0,0.0926,0.711,169947.0,4.0,136.729,1.0,[]
5331,But It's Alright,J.J. Jackson,2.0,1966,-1,24,1ZUJZkV29qWIF4jst1brN3,But It's Alright,J.J. Jackson,0.638,0.652,1.0,-7.718999999999999,0.0288,0.628,0.000606,0.28300000000000003,0.9620000000000001,172400.0,4.0,115.918,0.0,[]
5333,Philly Dog,Herbie Mann,2.0,1966,-1,47,0RlrRftZDNtuHYX7VGWr1Z,Philly Dog,Herbie Mann,0.685,0.653,3.0,-11.079,0.0517,0.6,0.0618,0.251,0.966,146720.0,4.0,144.213,1.0,"['bebop', 'bossa nova', 'cool jazz', 'jazz', 'jazz funk', 'soul jazz']"
5334,Almost Persuaded No. 2,Ben Colder,nan,1966,-1,2,3gwu6u6Zc5V9Y7TNqtbhLd,Almost Persuaded No. 2,Ben Colder,0.618,0.423,7.0,-8.83,0.0292,0.295,0.0,0.289,0.381,199067.0,3.0,89.645,1.0,[]
5335,Happiness,Shades Of Blue,nan,1966,-1,19,5hJucLLfZvUp6rCHRRfadg,Finding True Happiness,Shades of Wellness,0.174,0.25,0.0,-20.125,0.0353,0.978,0.982,0.0689,0.0733,225000.0,3.0,146.087,0.0,[]
5350,Stay With Me,Lorraine Ellison,2.0,1966,-1,30,00cioPPTRj17FTWdfoMDKk,Stay with Me - Single Version,Lorraine Ellison,0.305,0.34,0.0,-6.7139999999999995,0.0297,0.639,2.7699999999999996e-05,0.12,0.24600000000000002,210080.0,3.0,124.693,1.0,[]
5353,The Wheel Of Hurt,Margaret Whiting,2.0,1966,-1,46,5GUKj50aBEs3yuQwynoJWg,The Wheel of Hurt,Margaret Whiting,0.466,0.35,5.0,-8.133,0.0277,0.7829999999999999,8.42e-06,0.0945,0.615,166200.0,4.0,98.928,1.0,"['adult standards', 'big band', 'christmas', 'easy listening', 'lounge', 'swing', 'vocal jazz']"
5355,"Dommage, Dommage (Too Bad, Too Bad)",Paul Vance,2.0,1966,-1,1,1OPINklujDatP2f2s25Pyh,"Dommage, Dommage (Too Bad, Too Bad)",Paul Vance,0.381,0.441,2.0,-10.179,0.0281,0.282,4.210000000000001e-05,0.314,0.496,180053.0,4.0,103.057,1.0,[]
5365,A Symphony For Susan,The Arbors,3.0,1966,10,10,65t1qUTFzrl94IxuDq7oQa,A Symphony for Susan,The Arbors,0.485,0.41200000000000003,7.0,-9.79,0.0268,0.794,0.0,0.713,0.521,155147.0,4.0,100.356,1.0,[]
5377,Pouring Water On A Drowning Man,James Carr,3.0,1966,-1,46,3EXBH5qlnTvJ6n2cn2miaH,Pouring Water on a Drowning Man,James Carr,0.6559999999999999,0.6,0.0,-7.818,0.0393,0.21100000000000002,0.0,0.0936,0.6629999999999999,159653.0,4.0,111.237,1.0,"['classic soul', 'funk', 'memphis soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']"
5380,Bang Bang,The Joe Cuba Sextet,3.0,1966,-1,-1,5IHhiBK7dX9BVZGO4wvC6A,Bang Bang Boogaloo,The Joe Tatton Trio,0.7040000000000001,0.8540000000000001,5.0,-11.353,0.0359,0.752,0.866,0.0587,0.948,222771.0,4.0,100.259,0.0,[]
5405,Meditation (Meditacao),Claudine Longet,nan,1966,-1,27,7CRVGxQiVGc7zXxUvwJCVD,Meditation,Claudine Longet,0.507,0.231,5.0,-17.882,0.0375,0.8740000000000001,0.000923,0.449,0.442,197493.0,4.0,119.388,1.0,[]
5414,It's-A-Happening,The Magic Mushrooms,2.0,1966,-1,-1,0QD3uTkaxIa6u6FPK5rnAr,Steal S Oftly Thru Snow,The Magic Band,0.33299999999999996,0.8640000000000001,0.0,-9.862,0.0428,0.0477,0.619,0.462,0.5589999999999999,145173.0,4.0,92.067,1.0,['nz hip hop']
5416,Respect,The Rationals,2.0,1966,-1,16,4OtaiDOzd4BB2QleFoLhLh,Respect,The Rationals,0.49700000000000005,0.6990000000000001,7.0,-7.08,0.0375,0.00645,0.0,0.48,0.889,160267.0,4.0,126.824,1.0,"['classic garage rock', 'freakbeat']"
5417,Talk Talk,The Music Machine,2.0,1966,26,24,3J9VPVRnoqyF0keO1nReTz,Talk Talk,The Music Machine,0.6809999999999999,0.861,1.0,-6.881,0.0455,0.0432,0.0011300000000000001,0.0495,0.772,118133.0,4.0,106.965,1.0,"['classic garage rock', 'freakbeat', 'psychedelic rock']"
5418,I (Who Have Nothing),Terry Knight and The Pack,2.0,1966,4,1,749S6pIVPtnCCq6mzufmUd,I (Who Have Nothing),Terry Knight And The Pack,0.247,0.48,2.0,-7.897,0.0337,0.532,0.00293,0.142,0.40299999999999997,202000.0,4.0,170.363,0.0,[]
5441,Tiny Bubbles,Don Ho and the Aliis,2.0,1966,-1,-1,5xQLjEHGibyfh8YkAtMuWx,Tiny Bubbles,Don Ho,0.664,0.25,8.0,-12.880999999999998,0.0406,0.764,0.0,0.0568,0.575,162787.0,4.0,104.088,0.0,['hawaiian']
5448,Tell It Like It Is,Aaron Neville,2.0,1966,-1,57,66BjgQodHebiX5QGpBAjyQ,Tell It Like It Is,Aaron Neville,0.542,0.461,2.0,-7.071000000000001,0.0286,0.465,0.0,0.177,0.629,164560.0,3.0,94.214,0.0,"['motown', 'soul']"
5468,(We Ain't Got) Nothin' Yet,Blues Magoos,3.0,1966,-1,29,6cQdZhnwKIeLud5qTD7BuQ,(We Ain't Got) Nothin' Yet,The Blues Magoos,0.41700000000000004,0.8759999999999999,10.0,-8.112,0.0499,0.584,0.0,0.1,0.858,135747.0,4.0,148.399,1.0,"['classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
5469,98.6,Keith,3.0,1966,-1,74,6ga2CNQzcbhh3r1LfkIIQu,98.6,Keith,0.573,0.263,7.0,-12.307,0.0509,0.5820000000000001,0.0,0.124,0.46799999999999997,181960.0,4.0,74.708,1.0,"['australian country', 'contemporary country', 'country', 'country road']"
5471,Questions And Answers,The In Crowd,2.0,1966,-1,48,3L1DGS1F619tLClhbcHbvJ,Questions and Answers,The Apples In Stereo,0.41100000000000003,0.875,8.0,-4.732,0.0319,0.000775,0.0127,0.0575,0.612,173720.0,4.0,134.559,1.0,"['alternative rock', 'athens indie', 'denver indie', 'e6fi', 'gbvfi', 'indie pop', 'lo-fi', 'twee pop']"
5472,I Had Too Much To Dream (Last Night),The Electric Prunes,nan,1966,-1,40,5YgCmkSdGukXqK3fJlX4pQ,I Had Too Much To Dream (Last Night),The Electric Prunes,0.341,0.7140000000000001,2.0,-7.997999999999999,0.0404,0.354,0.0,0.31,0.41200000000000003,178144.0,4.0,147.604,0.0,"['classic garage rock', 'experimental rock', 'folk rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
5474,Peak Of Love,Bobby McClure,nan,1966,-1,20,58Dw9M6QasqMd3mDZFZHZ6,Peak Of Love,Bobby McClure,0.7020000000000001,0.701,2.0,-6.671,0.0393,0.718,0.0,0.23600000000000002,0.815,173200.0,4.0,111.94,1.0,[]
5475,Snoopy Vs. The Red Baron,The Royal Guardsmen,7.0,1966,-1,43,6qF3qHvzEmh7bkdBatxQuS,Snoopy Vs. The Red Baron,The Royal Guardsmen,0.612,0.8370000000000001,1.0,-8.373,0.0674,0.47100000000000003,0.0,0.34299999999999997,0.716,160680.0,4.0,126.661,1.0,['bubblegum pop']
5485,Grizzly Bear,The Youngbloods,2.0,1966,-1,44,6GrU8CtcbnSluWp2yI4Mt0,Grizzly Bear,The Youngbloods,0.64,0.599,7.0,-9.64,0.045,0.65,1.25e-06,0.0382,0.9259999999999999,144547.0,4.0,94.807,1.0,"['classic rock', 'country rock', 'folk rock', 'psychedelic rock', 'traditional folk']"
5488,Stand By Me,Spyder Turner,nan,1966,-1,10,6QeBPf8oEpIU55p1LqiUJv,Stand By Me,Spyder Turner,0.6859999999999999,0.665,10.0,-8.056000000000001,0.0274,0.0183,0.0036899999999999997,0.067,0.5870000000000001,284893.0,4.0,95.851,1.0,['northern soul']
5501,"Look At Granny Run, Run",Howard Tate,2.0,1966,-1,35,0W7QzopfYsOv7YpScrDwAY,Look At Granny Run Run,Howard Tate,0.716,0.637,4.0,-8.176,0.0634,0.332,6.86e-05,0.27899999999999997,0.927,132667.0,4.0,112.613,1.0,['southern soul']
5504,Pushin' Too Hard,The Seeds,2.0,1966,37,66,4yQRczx7diWEf7Yvps3kmC,Pushin' Too Hard,The Seeds,0.535,0.654,9.0,-12.434000000000001,0.042,0.267,1.1599999999999999e-05,0.318,0.8270000000000001,158778.0,4.0,143.612,1.0,"['alternative rock', 'art rock', 'new wave', 'permanent wave', 'rock']"
5506,Any Way That You Want Me,Liverpool Five,nan,1966,-1,5,75aFifgT6BZY7h7hkEPWVU,Any Way That You Want Me,Liverpool Five,0.39899999999999997,0.423,4.0,-11.484000000000002,0.0299,0.507,0.0,0.41700000000000004,0.47200000000000003,157840.0,1.0,101.408,1.0,[]
5509,Music To Watch Girls By,Bob Crewe Generation,2.0,1967,-1,14,2QZ3TaDZsHEFPYBxBWel9X,Music To Watch Girls By,The Bob Crewe Generation,0.46399999999999997,0.466,0.0,-12.788,0.0331,0.0149,0.38799999999999996,0.139,0.5870000000000001,173999.0,4.0,139.299,0.0,[]
5510,Kind Of A Drag,The Buckinghams,2.0,1967,20,37,3RnsnfrquBAy6kIejQzc2C,Kind of a Drag,The Buckinghams,0.271,0.7829999999999999,7.0,-7.996,0.0457,0.857,0.00965,0.285,0.5329999999999999,126520.0,4.0,138.836,1.0,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat']"
5511,"Hey, Leroy, Your Mama's Callin' You",Jimmy Castor,2.0,1967,-1,34,1o4emNAxfYGZU6vugcv0XP,"Hey Leroy, Your Mama's Callin' You",Jimmy Castor,0.713,0.79,0.0,-8.853,0.0399,0.39799999999999996,0.478,0.225,0.951,150227.0,4.0,105.762,1.0,"['funk', 'rare groove']"
5512,Wild Thing,Senator Bobby Featuring Bill Minkin,3.0,1967,-1,-1,5HbRi1fwxhZArT9IubMgr8,Wild Thing,Senator Bobby,0.65,0.7140000000000001,2.0,-9.406,0.151,0.863,0.0,0.1,0.6759999999999999,164640.0,4.0,101.897,1.0,[]
5516,I Dig Girls,J.J. Jackson,2.0,1967,-1,24,5G0YFlBY2CUcLBXUGoa4zL,I Dig Girls,J. J. Jackson,0.51,0.65,5.0,-10.397,0.0537,0.42100000000000004,0.0,0.348,0.8,141560.0,4.0,75.254,1.0,[]
5529,There Goes My Everything,Jack Greene,nan,1967,-1,31,4w6KzdRpUwyKfEf4vFLeiI,There Goes My Everything,Jack Greene,0.425,0.342,10.0,-10.81,0.0282,0.838,0.0,0.147,0.365,142880.0,5.0,139.205,1.0,"['country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing']"
5534,It May Be Winter Outside (But In My Heart It's Spring),Felice Taylor,2.0,1967,-1,6,3ICVRHgrIbttkHklpUfZQp,It May Be Winter Outside (But in My Heart It's Spring),Felice Taylor,0.45799999999999996,0.665,0.0,-6.1129999999999995,0.0442,0.635,0.0265,0.0815,0.705,171533.0,4.0,131.285,1.0,[]
5535,Then You Can Tell Me Goodbye,The Casinos,nan,1967,6,22,7aRDgHf1tmDTdmtYjbhyDH,Then You Can Tell Me Goodbye,The Casinos,0.293,0.402,10.0,-10.394,0.0313,0.6990000000000001,0.552,0.135,0.209,180613.0,3.0,95.318,1.0,[]
5536,Go Where You Wanna Go,The 5th Dimension,nan,1967,13,50,3lYfgKXH6VyXR6BQBiL76z,Go Where You Wanna Go,The 5th Dimension,0.544,0.52,7.0,-10.628,0.0333,0.512,0.0,0.132,0.915,142200.0,4.0,114.321,1.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'folk', 'folk rock', 'mellow gold', 'motown', 'soft rock', 'sunshine pop']"
5537,Sweetest One,The Metros,nan,1967,1,18,3qf40dVHsTi3XWmThoCMom,Sweetest One,The Metros,0.418,0.436,11.0,-13.065999999999999,0.0339,0.451,0.0,0.081,0.877,136307.0,3.0,91.374,1.0,['british indie rock']
5539,96 Tears,Big Maybelle,nan,1967,-1,38,7eotSbuPkqE4DkvsSZLUM6,96 Tears,Big Maybelle,0.696,0.851,7.0,-5.385,0.0506,0.0236,0.0309,0.055,0.889,143280.0,4.0,119.479,1.0,"['blues', 'jump blues', 'rhythm and blues', 'southern soul']"
5544,Let's Spend The Night Together,The Rolling Stones,3.0,1967,-1,81,1sfO8OEGGiySbdm7BBkWP8,Let´s Spend the Night Together,The Voodoo Tears,0.48700000000000004,0.958,7.0,-4.132,0.13,0.32,0.0,0.977,0.664,223920.0,4.0,151.285,1.0,[]
5545,The Little Black Egg,The Nightcrawlers,2.0,1967,-1,28,3jwPIp1n8YrKcEpKB4PJoT,The Little Black Egg,The Nightcrawlers,0.513,0.8,9.0,-9.556000000000001,0.0302,0.007509999999999999,0.0027199999999999998,0.166,0.96,208613.0,4.0,120.976,1.0,[]
5551,Hard Lovin' Loser,Judy Collins,nan,1967,8,51,3u5NVpdpX1yj6QWkjeZiqc,Hard Lovin' Loser,Judy Collins,0.647,0.414,7.0,-12.982000000000001,0.39399999999999996,0.601,0.0,0.125,0.6779999999999999,149960.0,4.0,141.484,1.0,"['american folk revival', 'folk', 'folk rock', 'lilith', 'mellow gold', 'singer-songwriter', 'traditional folk']"
5555,Wish You Didn't Have To Go,James & Bobby Purify,6.0,1967,-1,42,0rmru6jDyE4wv6O3To6piP,Wish You Didn't Have to Go,James & Bobby Purify,0.764,0.509,9.0,-7.566,0.0369,0.401,0.0,0.157,0.868,136040.0,4.0,118.139,1.0,"['classic soul', 'motown', 'northern soul', 'southern soul']"
5576,My Special Prayer,Joe Simon,2.0,1967,1,42,5ObPTCyOhEk9g5XUepPxGx,My Special Prayer,Joe Simon,0.652,0.44,7.0,-12.349,0.0349,0.17800000000000002,2.74e-06,0.12,0.5670000000000001,164027.0,4.0,104.571,1.0,"['classic soul', 'motown', 'philly soul', 'rhythm and blues', 'soul', 'southern soul']"
5578,Ten Commandments,Prince Buster,nan,1967,3,41,6RXoA806Vy7clqPkcKiIjx,Ten Commandments,Prince Buster,0.731,0.5379999999999999,8.0,-11.013,0.0538,0.0704,0.648,0.081,0.9079999999999999,208893.0,4.0,123.789,1.0,"['dub', 'reggae', 'rock steady', 'ska', 'ska revival', 'traditional ska']"
5595,Peek-A-Boo,The New Vaudeville Band,3.0,1967,-1,-1,6ceJ4FF3XChpe4RmNPQnVN,Playing Peek a Boo with Mommy,The Modern Baby Academy,0.5760000000000001,0.0843,0.0,-19.408,0.11800000000000001,0.995,0.934,0.0853,0.956,71899.0,4.0,103.069,1.0,[]
5597,The 59th Street Bridge Song (Feelin' Groovy),Harpers Bizarre,2.0,1967,-1,31,7AhUuPL0vH4oLS6pnmFUM7,The Biggest Night Of Her Life,Harpers Bizarre,0.47600000000000003,0.309,0.0,-13.725,0.0454,0.43799999999999994,0.0,0.17600000000000002,0.375,146667.0,4.0,147.513,1.0,"['bubblegum pop', 'sunshine pop']"
5607,Dry Your Eyes,Brenda & The Tabulations,5.0,1967,-1,26,2CatqCpXRX3MGdLNgHoFAM,Dry Your Eyes,Brenda And The Tabulations,0.348,0.387,0.0,-8.636000000000001,0.0267,0.6970000000000001,0.0069900000000000006,0.221,0.37,163267.0,3.0,86.855,1.0,"['classic soul', 'philly soul']"
5615,"Mercy, Mercy, Mercy",Larry Williams & Johnny Watson,nan,1967,7,16,78siU3A3EIZgcNhKV7JGzm,"Mercy, Mercy, Mercy",Larry Williams & Johnny Watson,0.488,0.589,0.0,-9.383,0.0889,0.529,0.000314,0.0449,0.718,175493.0,4.0,174.959,1.0,[]
5618,Mairzy Doats,The Innocence,2.0,1967,0,42,3mabymD8ortwKJfJQ6nVR2,Mairzy Doats,The Innocence,0.78,0.5589999999999999,7.0,-11.206,0.0653,0.7959999999999999,0.0,0.284,0.958,100493.0,4.0,113.892,1.0,"['folk-pop', 'lancaster pa indie']"
5633,Sweet Soul Music,Arthur Conley,2.0,1967,-1,47,0pvA063uNyGQFp7DNtmk0P,Sweet Soul Music,Arthur Conley,0.59,0.659,5.0,-9.669,0.0697,0.10400000000000001,6.56e-06,0.35600000000000004,0.965,141067.0,4.0,80.201,1.0,"['classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']"
5635,"Mercy, Mercy, Mercy",Marlena Shaw,2.0,1967,-1,50,4Xzp1jGzQQ2uyWpWusRkb8,"Mercy, Mercy, Mercy",Marlena Shaw,0.48200000000000004,0.484,10.0,-8.987,0.0468,0.41200000000000003,0.0,0.0672,0.56,186240.0,4.0,170.548,1.0,"['funk', 'jazz funk', 'soul']"
5639,Who Do You Love,The Woolies,nan,1967,-1,16,615QoDLpyIODGVvHEPP4pt,Who Do You Love,The Woolies,0.531,0.408,11.0,-17.054000000000002,0.0307,0.0829,3.4e-06,0.37,0.9009999999999999,123493.0,4.0,93.191,1.0,['classic garage rock']
5641,Mellow Yellow,Senator Bobby & Senator McKinley,nan,1967,0,0,1tGoMICXf2B4xz2iWJeZWG,Mellow Yellow,Senator Bobby And Senator McKinley,0.7040000000000001,0.37,2.0,-15.74,0.251,0.512,0.0,0.275,0.9279999999999999,181160.0,4.0,108.838,1.0,[]
5652,Girl I Need You,The Artistics,2.0,1967,-1,16,0tp8VniEbk9uOzahkDaw8g,Girl I Need You,The Artistics,0.48100000000000004,0.496,2.0,-11.706,0.0501,0.165,0.0,0.28300000000000003,0.853,147960.0,4.0,177.573,1.0,"['beach music', 'chicago soul', 'northern soul']"
5658,Friday On My Mind,The Easybeats,nan,1967,56,46,2CT08rpgdut8qQs7IAzMGi,Friday On My Mind,The Easybeats,0.374,0.991,9.0,-1.101,0.0813,0.38,0.000719,0.0929,0.51,163293.0,4.0,95.105,1.0,"['australian rock', 'bubblegum pop', 'classic garage rock', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock']"
5663,"Can't Get Enough Of You, Baby",? (Question Mark) & The Mysterians,5.0,1967,-1,-1,4KTgqY8BdvY7tH2Og7saZT,Can’t Get Enough Of You Baby - As originally performed by Smashmouth,All Star Party Squad,0.743,0.733,6.0,-10.917,0.0302,0.0489,0.0,0.24,0.735,148512.0,4.0,124.057,1.0,[]
5667,Danny Boy,Ray Price,2.0,1967,9,46,2lSo9YkDuHTYZexvVahPz4,Danny Boy,Ray Price,0.308,0.302,3.0,-10.064,0.028999999999999998,0.945,0.0238,0.179,0.214,184933.0,4.0,67.086,1.0,"['country', 'country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'western swing']"
5669,Close Your Eyes,Peaches & Herb,2.0,1967,29,45,0d9rN4NbUgOtuPyQa2286E,Close Your Eyes,Peaches & Herb,0.489,0.20800000000000002,7.0,-14.905999999999999,0.0306,0.653,1.87e-06,0.102,0.48,154173.0,3.0,81.489,1.0,"['classic soul', 'disco', 'motown']"
5675,Nothing Takes The Place Of You,Toussaint McCall,nan,1967,23,25,1uiMXPkNhcpXSx7RlGFbQB,Nothing Takes the Place of You,Toussaint McCall,0.318,0.23399999999999999,8.0,-12.279000000000002,0.0346,0.888,0.000261,0.139,0.16699999999999998,204613.0,4.0,94.881,1.0,['southern soul']
5680,Somebody To Love,Jefferson Airplane,4.0,1967,66,63,4uGIJG1jYFonGc4LGp5uQL,Somebody to Love,Jefferson Airplane,0.504,0.578,4.0,-9.302,0.031,0.408,0.0,0.321,0.654,174840.0,4.0,132.411,1.0,"['album rock', 'art rock', 'blues-rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'roots rock']"
5681,Yellow Balloon,The Yellow Balloon,4.0,1967,10,6,3vVUzTvcJi7ndBBWN4bTZB,Yellow Balloon,The Yellow Balloon,0.524,0.392,0.0,-10.738,0.0318,0.711,4.29e-06,0.10099999999999999,0.74,140267.0,3.0,127.804,1.0,['sunshine pop']
5683,The Jungle,B.B. King,2.0,1967,-1,65,3LbUhGPoGNzmd7E3W3skZH,The Jungle Book: I Wanna Be Like You (arr. for orchestra),Robert B. Sherman,0.316,0.239,0.0,-18.65,0.0347,0.815,0.8740000000000001,0.19699999999999998,0.605,177387.0,4.0,168.358,0.0,['broadway']
5687,No Time Like The Right Time,The Blues Project,nan,1967,-1,23,7Ai4qIKyxcBCcKAz4AtGxo,No Time Like The Right Time,The Blues Project,0.41100000000000003,0.802,10.0,-7.169,0.0544,0.0217,0.000906,0.7709999999999999,0.37,164040.0,4.0,135.478,0.0,"['classic garage rock', 'freakbeat', 'psychedelic rock']"
5697,Here Comes My Baby,The Tremeloes,3.0,1967,42,44,4jKq3767lb2mWKCvas6E7Z,Here Comes My Baby,The Tremeloes,0.514,0.882,7.0,-5.306,0.0491,0.0154,0.0,0.389,0.9420000000000001,184107.0,4.0,92.147,1.0,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'christmas', 'classic uk pop', 'folk rock', 'merseybeat', 'nederpop', 'rock-and-roll', 'rockabilly']"
5704,Release Me (And Let Me Love Again),Engelbert Humperdinck,nan,1967,-1,59,1kJ2VFimNH9RYxloaXNWde,Release Me (And Let Me Love Again) - Live,Engelbert Humperdinck,0.366,0.503,3.0,-7.675,0.0296,0.0695,0.0,0.7190000000000001,0.552,167067.0,4.0,107.481,1.0,"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge']"
5705,Think,Vicki Anderson & James Brown,nan,1967,-1,-1,3mut1QPJgGAyHcz4syIkmi,Think,Vicki Anderson,0.728,0.797,3.0,-5.216,0.0686,0.265,0.000123,0.0422,0.892,200827.0,4.0,133.216,1.0,['rare groove']
5707,Sunshine Girl,The Parade,2.0,1967,-1,31,4E6yRmGk4v1bcMhQbUuv2s,Sunshine Girl,The Parade,0.45399999999999996,0.405,7.0,-12.189,0.0389,0.14400000000000002,0.00513,0.0728,0.452,166213.0,4.0,139.185,1.0,['neo-traditional bluegrass']
5710,My Girl Josephine,Jerry Jaye,2.0,1967,-1,31,1INEmvIGCk92Vg5Bk4VfWY,My Girl Josephine,Jerry Jaye,0.5589999999999999,0.867,9.0,-3.2969999999999997,0.0427,0.258,0.0,0.23199999999999998,0.961,118653.0,4.0,82.33,1.0,[]
5719,The Oogum Boogum Song,Brenton Wood,nan,1967,-1,56,7fp41IDi1dqARoX0Nuvz5O,The Oogum Boogum Song,Brenton Wood,0.8809999999999999,0.639,7.0,-5.393,0.0448,0.79,0.0,0.233,0.8640000000000001,153413.0,4.0,112.645,1.0,"['classic soul', 'motown']"
5731,I Could Be So Good To You,Don And The Goodtimes,nan,1967,0,5,5VhOpe9A0GQyiVT6kLaXsF,I Could Be So Good To You,Don & The Goodtimes,0.451,0.8440000000000001,0.0,-12.717,0.0453,0.135,5.6999999999999996e-05,0.09699999999999999,0.8079999999999999,174707.0,4.0,133.092,1.0,[]
5744,Live,The Merry-Go-Round,2.0,1967,9,8,3LQZ52GYA5V0QjDZyUFlXj,Live,The Merry-Go-Round,0.6779999999999999,0.701,9.0,-6.8839999999999995,0.0288,0.353,0.0978,0.0263,0.8079999999999999,153920.0,4.0,129.152,1.0,['classic garage rock']
5752,Together,The Intruders,2.0,1967,25,43,45Jgw3NerBUAFbwYWK3pAT,Together,The Intruders,0.257,0.469,5.0,-12.187999999999999,0.0301,0.374,0.0,0.5379999999999999,0.7659999999999999,175960.0,4.0,173.504,1.0,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']"
5753,Come On Down To My Boat,Every Mothers' Son,4.0,1967,-1,17,4TNSKn822wrCkIwcDPtX4S,Come On Down To My Boat,Every Mother's Son,0.606,0.6859999999999999,10.0,-7.292000000000001,0.0362,0.493,1.18e-06,0.039,0.96,155200.0,4.0,127.882,1.0,['bubblegum pop']
5754,Do It Again A Little Bit Slower,Jon & Robin And The In Crowd,4.0,1967,-1,-1,6DwtAp7r8TL1ZcYwI5BOKI,Do It Again a Little Bit Slower,Jon & Robin,0.5489999999999999,0.409,9.0,-9.777000000000001,0.0383,0.5329999999999999,0.0,0.136,0.7190000000000001,155640.0,4.0,147.169,1.0,[]
5765,She Shot A Hole In My Soul,Clifford Curry,nan,1967,-1,7,5eIAJHG0lgBCkREwIGRBU4,She Shot A Hole In My Soul,Clifford Curry,0.81,0.741,0.0,-4.918,0.0415,0.33899999999999997,5.51e-06,0.124,0.922,251373.0,4.0,113.044,1.0,"['beach music', 'deep northern soul']"
5769,"Eight Men, Four Women",O.V. Wright,2.0,1967,-1,37,4vxOl0RGNzW05Dp6zyvUo0,Eight Men And Four Women - Single Version,O.V. Wright,0.607,0.312,9.0,-10.55,0.0289,0.568,8.06e-06,0.076,0.5760000000000001,180760.0,3.0,92.288,0.0,"['classic soul', 'memphis soul', 'soul', 'southern soul']"
5773,Little Bit O' Soul,The Music Explosion,4.0,1967,-1,1,75obkRHfYSwnd20wXMreRO,Little Bit O' Soul - Action Mix,The Music Explosion,0.602,0.679,7.0,-6.707999999999999,0.039,0.337,0.0,0.313,0.889,141827.0,4.0,136.459,1.0,[]
5775,Make Me Yours,Bettye Swann,2.0,1967,-1,45,3axZhjWYerBhaovH5MlkTZ,Make Me Yours,Bettye Swann,0.711,0.49200000000000005,3.0,-8.119,0.0325,0.45399999999999996,1.4499999999999998e-05,0.126,0.868,195293.0,4.0,107.917,1.0,"['classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']"
5783,Ding Dong! The Witch Is Dead,The Fifth Estate,2.0,1967,-1,6,1aJqvwsyVAPi4BpMpO40bT,Ding Dong! the Witch Is Dead,The Fifth Estate,0.633,0.7170000000000001,7.0,-6.367000000000001,0.0306,0.45799999999999996,0.0,0.059000000000000004,0.937,122920.0,4.0,115.205,1.0,[]
5792,Sunday Will Never Be The Same,Spanky And Our Gang,nan,1967,29,32,42ccaJliexMY66rWpnaGId,Sunday Will Never Be The Same,Spanky & Our Gang,0.47700000000000004,0.6709999999999999,2.0,-6.377999999999999,0.0379,0.532,0.0,0.331,0.78,180307.0,4.0,121.452,1.0,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'sunshine pop']"
5794,Soul Finger,Bar-Kays,nan,1967,-1,50,085diW9d1iWe9qeNQiDYOw,Soul Finger,The Bar-Kays,0.736,0.462,4.0,-15.0,0.031,0.142,0.836,0.231,0.8590000000000001,142773.0,4.0,115.845,1.0,"['classic soul', 'disco', 'electro', 'funk', 'jazz funk', 'memphis soul', 'motown', 'post-disco', 'soul', 'southern soul']"
5798,For Your Precious Love,"Oscar Toney, Jr.",3.0,1967,3,8,1us3B4JET9DGY5VLcVYTAQ,For Your Precious Love,"Oscar Toney, Jr.",0.489,0.391,2.0,-9.115,0.0347,0.594,5.14e-06,0.161,0.425,202027.0,3.0,77.306,1.0,['southern soul']
5808,San Francisco (Be Sure To Wear Flowers In Your Hair),Scott McKenzie,nan,1967,54,53,6UsdldEfcEXSID2G3nA89J,San Francisco (Be Sure to Wear Flowers In Your Hair),Scott McKenzie,0.5660000000000001,0.505,7.0,-10.404000000000002,0.0283,0.428,5.3e-06,0.0927,0.649,178800.0,4.0,113.145,1.0,"['bubblegum pop', 'folk rock']"
5810,No Good To Cry,The Wildweeds,nan,1967,-1,4,21nOx9SBL8xfp0ZQupphN3,No Good to Cry,The Wildweeds,0.496,0.599,2.0,-6.638999999999999,0.034,0.504,0.0,0.17600000000000002,0.7090000000000001,162920.0,4.0,170.326,0.0,[]
