,Title,Artist,Weeks on chart,year,Spotify_Popularity,Artist_Popularity,track_id,track_title,track_artist,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,time_signature,tempo,mode,genre
0,Poor Little Fool,Ricky Nelson,1.0,1955,-1,56,5ayybTSXNwcarDtxQKqvWX,Poor Little Fool - Remastered,Ricky Nelson,0.5429999999999999,0.332,0.0,-11.573,0.0317,0.669,0.0,0.134,0.795,153933.0,4.0,154.999,1.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'doo-wop', 'folk rock', 'lounge', 'merseybeat', 'nashville sound', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
1,Patricia,Perez Prado And His Orchestra,nan,1955,-1,12,205EtD8tQnHDXMkmtYiaHF,Patricia,Pérez Prado,0.7040000000000001,0.638,1.0,-9.522,0.0457,0.0862,0.251,0.115,0.8370000000000001,140867.0,4.0,137.396,1.0,"['bolero', 'cuban rumba', 'latin jazz', 'lounge', 'mambo', 'space age pop']"
2,Splish Splash,Bobby Darin,nan,1955,-1,62,40fD7ct05FvQHLdQTgJelG,Splish Splash,Bobby Darin,0.645,0.943,0.0,-1.526,0.0393,0.385,0.0,0.37,0.965,131720.0,4.0,147.768,1.0,"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']"
3,Hard Headed Woman,Elvis Presley With The Jordanaires,nan,1955,-1,-1,32CVurlBxtEYQlDm3yzCLl,Hard Headed Woman,Elvis Presley,0.61,0.6990000000000001,0.0,-8.738999999999999,0.17600000000000002,0.8420000000000001,1.85e-06,0.501,0.8590000000000001,113480.0,4.0,97.924,1.0,"['adult standards', 'christmas', 'rock-and-roll', 'rockabilly']"
4,When,Kalin Twins,nan,1955,-1,24,1BQOMZeYwzesvXANmRgrEp,When - Live,Kalin Twins,0.6459999999999999,0.5820000000000001,6.0,-12.679,0.0297,0.168,4.55e-06,0.976,0.963,144573.0,4.0,96.49,1.0,[]
5,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,nan,1955,-1,-1,4nAJtcmiyoL0ARY5WZY9IN,Rebel Rouser,Duane Eddy,0.38799999999999996,0.434,7.0,-11.997,0.0354,0.789,0.9540000000000001,0.728,0.873,153533.0,4.0,206.313,1.0,"['adult standards', 'brill building pop', 'christmas', 'doo-wop', 'merseybeat', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'surf music']"
6,Yakety Yak,The Coasters,nan,1955,-1,53,7demHL0GXA6YmTNqw3Btz8,Yakety Yak,The Coasters,0.715,0.669,7.0,-9.491,0.128,0.705,0.000732,0.044000000000000004,0.976,113040.0,4.0,120.789,1.0,"['adult standards', 'brill building pop', 'christmas', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
7,My True Love,Jack Scott,nan,1955,-1,32,2urRqmAFhjZKo8Z6sEGzEv,My True Love,Jack Scott,0.5539999999999999,0.18899999999999997,4.0,-14.277000000000001,0.0279,0.915,1.3699999999999998e-05,0.132,0.214,165293.0,3.0,136.714,1.0,"['brill building pop', 'deep adult standards', 'doo-wop', 'rock-and-roll', 'rockabilly']"
8,Willie And The Hand Jive,The Johnny Otis Show,nan,1955,-1,-1,750N0KwpG7D36cXO4gqnOc,Willie And The Hand Jive [In the Style of Johnny Otis Show] {Karaoke Version},The Karaoke Channel,0.897,0.36700000000000005,4.0,-15.751,0.0577,0.0453,0.327,0.14300000000000002,0.9570000000000001,164273.0,4.0,100.755,1.0,['karaoke']
9,Fever,Peggy Lee,nan,1955,-1,64,6eCsRg7OBi1zT2CEKKyoXN,Fever - Remastered,Peggy Lee,0.794,0.0715,7.0,-21.305,0.131,0.38799999999999996,0.0,0.111,0.33299999999999996,202507.0,4.0,68.331,1.0,"['adult standards', 'big band', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'soul', 'swing', 'vocal jazz']"
10,Ginger Bread,Frankie Avalon,nan,1955,-1,45,1TRBNskaco4d6OQ9uVY7rz,Ginger Bread,Frankie Avalon,0.546,0.623,8.0,-12.136,0.0352,0.461,4.3200000000000007e-05,0.195,0.976,123653.0,4.0,147.226,1.0,"['adult standards', 'brill building pop', 'christmas', 'doo-wop', 'rock-and-roll', 'rockabilly']"
11,Just A Dream,Jimmy Clanton And His Rockets,nan,1955,-1,0,5wXrG4NXZV0GgvGtqOJdwl,Karaoke - Just A Dream,Karaoke - Jimmy Clanton & His Rockets,0.61,0.326,7.0,-12.265999999999998,0.0505,0.687,0.182,0.135,0.415,152973.0,3.0,125.822,1.0,[]
12,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,nan,1955,-1,47,2FoUadIRzR44ZmPPlhYLop,Left Right Out Of Your Heart,Patti Page,0.701,0.484,0.0,-12.377,0.142,0.7859999999999999,0.0,0.222,0.963,141400.0,4.0,123.111,1.0,"['adult standards', 'brill building pop', 'christmas', 'deep adult standards', 'easy listening', 'lounge', 'nashville sound', 'vocal jazz']"
13,If Dreams Came True,Pat Boone,nan,1955,-1,46,3bOkX6Yz6Pe4NByWzuJY6G,If Dreams Came True - Single Version,Pat Boone,0.31,0.122,3.0,-16.23,0.0344,0.878,0.000182,0.122,0.342,162307.0,4.0,83.152,1.0,"['adult standards', 'brill building pop', 'christmas', 'deep adult standards', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']"
14,For Your Precious Love,Jerry Butler and The Impressions,nan,1955,-1,10,2UL1EwS6tfbNrdH805oyvi,For Your Precious Love - Live in Chicago,"Curtis Mayfield, Jerry Butler & The Impressions",0.365,0.43799999999999994,2.0,-16.317,0.309,0.659,0.000672,0.847,0.506,251613.0,3.0,75.55,1.0,"['funk', 'motown', 'soul']"
15,One Summer Night,The Danleers,nan,1955,-1,31,0lLMgROgXxjjwtg0VDo4oJ,One Summer Night,The Danleers,0.42100000000000004,0.35600000000000004,9.0,-6.888999999999999,0.0286,0.883,0.0,0.28800000000000003,0.514,133178.0,3.0,98.393,1.0,['doo-wop']
16,Endless Sleep,Jody Reynolds,nan,1955,-1,27,7u07WDKGH6LQ0E8evYhrWY,Endless Sleep,Jody Reynolds,0.5870000000000001,0.184,4.0,-10.737,0.0444,0.8290000000000001,1.66e-05,0.11599999999999999,0.529,143693.0,4.0,111.195,1.0,['rockabilly']
17,Little Star,The Elegants,nan,1955,-1,28,3c7KT5CN8uYRaK3xThhdYt,Little Star,The Elegants,0.408,0.397,9.0,-12.536,0.03,0.873,0.0,0.28,0.6970000000000001,162773.0,4.0,72.615,1.0,"['doo-wop', 'rhythm and blues']"
18,Everybody Loves A Lover,Doris Day,nan,1955,26,59,3ujAAE4WKp9HlZsXe0jdq6,Everybody Loves a Lover,Doris Day,0.649,0.289,3.0,-13.220999999999998,0.313,0.643,5.94e-06,0.0674,0.629,160947.0,4.0,184.211,1.0,"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'vocal jazz']"
19,Do You Want To Dance,Bobby Freeman,nan,1955,-1,32,4Ooa3XHB45iIgpwCeKCTNL,Do You Want To Dance,Bobby Freeman,0.625,0.43799999999999994,0.0,-12.003,0.0501,0.519,3.7e-05,0.155,0.9570000000000001,165693.0,4.0,155.537,1.0,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
20,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,nan,1955,-1,-1,3ty6IIfuP0fXZ1XZDqQXmf,Guess Things Happen That Way,Johnny Cash,0.556,0.41,10.0,-11.800999999999998,0.0523,0.8170000000000001,0.0044,0.29,0.835,110827.0,4.0,148.352,1.0,"['outlaw country', 'traditional country']"
21,A Certain Smile,Johnny Mathis,nan,1955,-1,67,76eNJQoJmN4mfsUW0q8HPv,"A Certain Smile - From the 20th Century Fox Film ""A Certain Smile""",Johnny Mathis,0.233,0.337,5.0,-10.031,0.0307,0.8540000000000001,1.53e-06,0.27399999999999997,0.218,168293.0,4.0,73.576,1.0,"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz']"
22,Western Movies,The Olympics,nan,1955,-1,25,398Q0gLfmsjJ5GFx9W2q5Y,Western Movies,The Olympics,0.6679999999999999,0.457,7.0,-7.138,0.0637,0.493,0.0147,0.11699999999999999,0.691,140504.0,4.0,120.494,1.0,"['doo-wop', 'rhythm and blues']"
23,The Purple People Eater,Sheb Wooley,nan,1955,-1,35,65v6ebRKjyZH15MmF8AT3X,The Purple People Eater,Sheb Wooley,0.607,0.6609999999999999,9.0,-4.777,0.107,0.8420000000000001,0.0,0.371,0.9440000000000001,134467.0,4.0,157.966,1.0,['comic']
24,What Am I Living For,Chuck Willis,nan,1955,-1,35,6eIEXINZt8rtgqEtOxP9ur,What Am I Living For,Chuck Willis,0.667,0.391,10.0,-8.712,0.0258,0.728,0.0,0.0809,0.682,146800.0,3.0,101.3,1.0,"['doo-wop', 'jazz blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
25,Born Too Late,Poni-Tails,nan,1955,-1,32,7EPagGDPW2Rd2c2NOBSNsn,Born Too Late,The Poni-Tails,0.501,0.516,4.0,-3.6519999999999997,0.0256,0.511,0.0505,0.086,0.87,137326.0,4.0,84.984,1.0,"['brill building pop', 'classic girl group', 'deep adult standards', 'doo-wop', 'vocal harmony group']"
26,Think It Over,The Crickets,nan,1955,-1,45,25FBzjAe8n7958QBQghZGe,Think It Over,The Crickets,0.629,0.579,9.0,-13.039000000000001,0.0442,0.78,1.5e-06,0.0773,0.8190000000000001,106960.0,4.0,130.864,1.0,"['adult standards', 'brill building pop', 'christmas', 'doo-wop', 'rock-and-roll', 'rockabilly']"
27,Secretly,Jimmie Rodgers,nan,1955,-1,36,4jDVGv8E9MWWcVJJPl22t3,Secretly,Jimmie Rodgers,0.7040000000000001,0.467,10.0,-10.421,0.0328,0.852,1.61e-06,0.109,0.344,157867.0,4.0,76.625,0.0,"['appalachian folk', 'bluegrass', 'country gospel', 'cowboy western', 'nashville sound', 'old-time', 'traditional blues', 'traditional country', 'traditional folk', 'western swing']"
28,Enchanted Island,The Four Lads,nan,1955,-1,35,57B3mnikM2T46LWm8Y9e8P,Enchanted Island,The Four Lads,0.34600000000000003,0.552,2.0,-8.499,0.0344,0.6809999999999999,0.0,0.33399999999999996,0.371,181653.0,4.0,84.648,1.0,"['adult standards', 'christmas', 'deep adult standards', 'vocal harmony group']"
29,Angel Baby,Dean Martin,nan,1955,-1,78,16jdLvaKrtLe58aplhe2z6,Angel Baby,Dean Martin,0.622,0.257,6.0,-11.28,0.0368,0.929,0.0,0.0969,0.473,164907.0,4.0,111.221,1.0,"['adult standards', 'christmas', 'easy listening', 'lounge', 'vocal jazz']"
30,Chantilly Lace,Big Bopper,nan,1955,-1,42,07GtDOCxmye5KDWsTSACPk,Chantilly Lace,The Big Bopper,0.489,0.8059999999999999,3.0,-6.053999999999999,0.0858,0.841,2.9600000000000005e-05,0.0687,0.9440000000000001,145267.0,4.0,172.269,1.0,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
31,Blue Blue Day,Don Gibson,nan,1955,-1,46,0lgckCZ94ZjtCBpjfRL5Su,"Blue, Blue Day",Don Gibson,0.7290000000000001,0.486,4.0,-10.84,0.0299,0.794,0.0,0.192,0.978,113240.0,4.0,100.161,1.0,"['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'rockabilly', 'traditional country', 'western swing']"
32,The Freeze,Tony And Joe,nan,1955,-1,1,4mZJbXEBXo0Nnu7k50z9bZ,The Freeze,Tony & Joe,0.595,0.79,7.0,-10.604000000000001,0.11699999999999999,0.677,0.00535,0.10300000000000001,0.914,136720.0,4.0,149.457,1.0,[]
33,Don't Ask Me Why,Elvis Presley With The Jordanaires,nan,1955,-1,-1,Unknown,Unknown,Unknown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,"['chillwave', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'neo-psychedelic', 'new rave', 'portland hip hop']"
34,Rock-in Robin,Bobby Day,nan,1955,-1,52,53MkmSqmBa6s2b0Q9Zvg1C,Karaoke - Rock-In Robin,Karaoke - Bobby Day,0.551,0.42100000000000004,7.0,-10.460999999999999,0.276,0.00806,0.000394,0.256,0.8690000000000001,152581.0,4.0,174.937,1.0,[]
35,"No Chemise, Please",Gerry Granahan,nan,1955,-1,9,0QKivZZD14dzfFO6ajyYr4,No Chemise Please,Gerry Granahan,0.541,0.721,2.0,-5.84,0.0559,0.563,0.0,0.0643,0.961,150326.0,4.0,157.055,1.0,[]
37,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,nan,1955,-1,-1,5Fw6AqIwQceJUhl0vyNuMW,Somebody Touched Me,Buddy Knox,0.517,0.672,2.0,-8.04,0.0421,0.24100000000000002,0.0,0.36,0.662,139440.0,4.0,178.582,1.0,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
40,Early In The Morning,Buddy Holly,nan,1955,-1,60,5o6jXFzgjMsAU7rV8uVv1Z,Early In The Morning - Single Version,Buddy Holly,0.7140000000000001,0.7190000000000001,0.0,-9.168,0.11199999999999999,0.445,0.0,0.0584,0.96,125920.0,4.0,110.77,1.0,"['adult standards', 'brill building pop', 'christmas', 'folk rock', 'rock-and-roll', 'rockabilly']"
41,You Cheated,The Slades,nan,1955,-1,21,1PXhFsk2KPaehTM7s81M2F,You Cheated,The Slades,0.511,0.14800000000000002,11.0,-11.921,0.0286,0.973,0.0,0.0885,0.41,151467.0,4.0,65.8,1.0,[]
42,Come What May,Clyde McPhatter,nan,1955,-1,54,18BLPLHPRpxcXUr7rxnHpn,Come What May,Clyde McPhatter,0.6890000000000001,0.7490000000000001,0.0,-8.982999999999999,0.166,0.8440000000000001,0.0,0.09699999999999999,0.9590000000000001,101947.0,4.0,93.71,0.0,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
43,Jennie Lee,Jan & Arnie,nan,1955,-1,-1,566pW8QSYKpLLZ5JRrStUV,Jennie Lee,Jan & Dean,0.644,0.467,9.0,-15.255,0.0392,0.59,0.0032,0.10800000000000001,0.966,120827.0,4.0,116.639,1.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly', 'sunshine pop', 'surf music']"
44,Kathy-O,The Diamonds,nan,1955,-1,75,48agj5oUDAWxA3Mjfx604e,Kathy-O,The Diamonds,0.215,0.298,2.0,-13.140999999999998,0.0336,0.619,1.21e-06,0.10300000000000001,0.32299999999999995,138360.0,4.0,102.791,1.0,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
46,I Wonder Why,Dion & The Belmonts,nan,1955,-1,53,5ta9IiShIAlXs38xpdkEaH,I Wonder Why - Remastered,Dion & The Belmonts,0.266,0.546,10.0,-9.012,0.0375,0.7090000000000001,3.05e-05,0.159,0.946,138960.0,4.0,208.706,1.0,"['adult standards', 'brill building pop', 'christmas', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
48,All I Have To Do Is Dream,The Everly Brothers,nan,1955,-1,62,7dblNGnRXEBrVJunazs2U5,All I Have to Do Is Dream,The Everly Brothers,0.534,0.462,4.0,-8.172,0.0266,0.8390000000000001,0.0,0.129,0.534,143333.0,4.0,96.195,1.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'rock-and-roll', 'rockabilly', 'sunshine pop']"
49,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,nan,1955,-1,-1,1KgY8yJqET4Uoix6lFeJ7Y,By the Light Of the Silvery Moon,Jimmy Bowen; Buddy Knox,0.767,0.435,9.0,-10.422,0.0339,0.444,9.08e-05,0.0791,0.805,106173.0,4.0,115.139,1.0,[]
51,Early In The Morning,The Rinky-Dinks,nan,1955,-1,13,19qkesdHjvJEZztR8kFuY3,Early In the Morning,Bobby Darin & The Rinky-Dinks,0.609,0.609,5.0,-13.835,0.0297,0.7190000000000001,0.0,0.14800000000000002,0.9590000000000001,134920.0,4.0,108.965,1.0,[]
52,Come Closer To Me (Acercate Mas),Nat King Cole,nan,1955,-1,78,76AbCflWiJBgByIqFl396O,Acercate Mas (Come Closer To Me),Nat King Cole,0.5479999999999999,0.256,3.0,-14.527000000000001,0.0374,0.823,1.4000000000000001e-05,0.10099999999999999,0.5479999999999999,168827.0,4.0,100.806,1.0,"['adult standards', 'christmas', 'vocal jazz']"
53,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,nan,1955,-1,50,006Ndmw2hHxvnLbJsBFnPx,Nel blu dipinto di blu,Domenico Modugno,0.518,0.06,10.0,-14.887,0.0441,0.987,7.87e-06,0.161,0.336,216373.0,4.0,127.87,1.0,"['classic italian pop', 'italian pop']"
56,You Need Hands,Eydie Gorme,nan,1955,-1,56,4Ko605OLT973gVIOJhdN77,You Need Hands - Remastered,Eydie Gormé,0.431,0.39,2.0,-14.139000000000001,0.0637,0.33299999999999996,5.85e-06,0.0962,0.51,147067.0,4.0,125.896,1.0,"['adult standards', 'bolero', 'christmas']"
58,Young And Warm And Wonderful,Tony Bennett,nan,1955,-1,74,4j80rvP2WPxSUAEQVEa7BK,Young And Warm And Wonderful - 2011 Remaster,Tony Bennett,0.278,0.386,3.0,-10.112,0.0309,0.861,0.00013000000000000002,0.11800000000000001,0.195,156933.0,4.0,93.07,1.0,"['adult standards', 'christmas', 'easy listening', 'lounge', 'vocal jazz']"
59,Over And Over,Bobby Day,nan,1955,-1,52,3ixHQiAUk6F6ZU1tipromq,Over and Over,Bobby Day,0.638,0.55,0.0,-13.077,0.115,0.6970000000000001,0.0,0.0938,0.5589999999999999,143320.0,4.0,80.233,1.0,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
60,Itchy Twitchy Feeling,Bobby Hendricks,nan,1955,-1,13,267wC0oYAHk2C8otPc1WCM,Itchy Twitchy Feeling,Bobby Hendricks,0.586,0.597,2.0,-9.372,0.0628,0.815,0.0,0.0965,0.968,149533.0,4.0,148.918,1.0,[]
61,For Your Love,Ed Townsend,nan,1955,-1,13,34hXWNZyKgsR7zmMOfXqOK,For Your Love,Ed Townsend,0.243,0.33399999999999996,0.0,-10.097000000000001,0.0298,0.838,3.16e-06,0.187,0.369,173267.0,3.0,94.409,1.0,[]
63,High School Confidential,Jerry Lee Lewis And His Pumping Piano,nan,1955,-1,0,60vMDOD7YoyUUfN4r1BeJx,High School Confidential,Jerry Lee Lewis & His Pumping Piano,0.608,0.92,10.0,-6.792000000000001,0.0422,0.7140000000000001,0.0,0.138,0.965,150027.0,4.0,92.385,1.0,[]
65,Delicious!,Jim Backus & Friend,nan,1955,-1,-1,1b8BT4kUBPFeWUk94gz7dN,Delicious - The Laughing Song,Jim Backus,0.634,0.47200000000000003,9.0,-13.085999999999999,0.584,0.9620000000000001,0.0722,0.609,0.392,188160.0,4.0,126.435,0.0,[]
66,Big Man,The Four Preps,nan,1955,-1,33,0KayDFomB8iDyAdOpKfKTK,Big Man,The Four Preps,0.523,0.509,3.0,-8.451,0.03,0.914,0.0,0.267,0.789,143267.0,4.0,125.539,1.0,"['deep adult standards', 'vocal harmony group']"
71,Stupid Cupid,Connie Francis,nan,1955,-1,56,2WQ8KMLXrSV7zL3hlwFVv8,Stupid Cupid,Connie Francis,0.598,0.6920000000000001,3.0,-8.322000000000001,0.0349,0.82,8.99e-06,0.0506,0.9690000000000001,133160.0,4.0,135.87,1.0,"['adult standards', 'brill building pop', 'christmas', 'doo-wop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']"
72,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,nan,1955,-1,-1,5Wcd1jm10ADmZp4vP5IfDj,Hey Girl-Hey Boy,Oscar McLollie,0.667,0.836,0.0,-5.624,0.0304,0.652,1.4400000000000001e-05,0.228,0.961,160440.0,4.0,157.327,1.0,['jump blues']
73,Win Your Love For Me,Sam Cooke,nan,1955,-1,70,7jwPDFG5HxM5G1Q5Mmw855,Win Your Love For Me,Sam Cooke,0.688,0.6679999999999999,7.0,-8.955,0.0317,0.7659999999999999,1.22e-06,0.13699999999999998,0.893,167773.0,4.0,134.042,1.0,"['adult standards', 'brill building pop', 'christmas', 'classic soul', 'rock-and-roll', 'soul']"
75,Midnight,Paul Anka,nan,1955,-1,64,1PIAfN66ryCymC2kSZKdsr,Midnight,Paul Anka,0.609,0.37,2.0,-12.450999999999999,0.0312,0.532,0.0,0.11800000000000001,0.9309999999999999,118560.0,4.0,140.309,1.0,"['adult standards', 'brill building pop', 'canadian pop', 'christmas', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']"
76,Happy Years,The Diamonds,nan,1955,-1,75,15NPJtiKnH6vl1YTIBx9Mf,Happy Years,The Diamonds featuring Dave Somerville,0.7140000000000001,0.46399999999999997,8.0,-11.08,0.0514,0.9,0.28300000000000003,0.10300000000000001,0.9209999999999999,132280.0,4.0,124.553,1.0,[]
79,Johnny B. Goode,Chuck Berry,nan,1955,-1,71,4Hbe0lRKsXtDZ2wQIovz7I,Johnny B. Goode,Chuck Berry,0.522,0.8059999999999999,10.0,-9.097000000000001,0.0817,0.748,5.479999999999999e-05,0.313,0.9690000000000001,161560.0,4.0,168.078,1.0,"['christmas', 'classic rock', 'folk rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']"
81,Blip Blop,Bill Doggett,nan,1955,-1,25,0f29eihsm0ty8LHMCUdsnE,Blip Blop,Bill Doggett,0.662,0.648,10.0,-7.3629999999999995,0.0475,0.534,0.124,0.162,0.8640000000000001,167840.0,4.0,126.74,1.0,"['jazz organ', 'rhythm and blues', 'soul jazz']"
82,Try The Impossible,Lee Andrews And The Hearts,nan,1955,-1,10,6x8nmUYApesMlpd9LjWxlo,Try the Impossible,Lee Andrews,0.38,0.203,1.0,-13.075999999999999,0.028999999999999998,0.9279999999999999,0.0,0.10400000000000001,0.249,185467.0,4.0,73.77,1.0,['doo-wop']
83,Summertime Blues,Eddie Cochran,nan,1955,-1,55,3oAWTk92mZBxKBOKf8mR5v,Summertime Blues,Eddie Cochran,0.715,0.882,11.0,-8.61,0.0593,0.12300000000000001,0.107,0.175,0.9570000000000001,119360.0,4.0,156.571,0.0,"['adult standards', 'brill building pop', 'christmas', 'doo-wop', 'rock-and-roll', 'rockabilly']"
85,To Be Loved,Jackie Wilson,nan,1955,-1,62,0CAzT38ct3vgDW3p6yIzUe,To Be Loved,Jackie Wilson,0.242,0.436,5.0,-7.528,0.0367,0.6579999999999999,0.0,0.324,0.345,154173.0,4.0,69.182,1.0,"['adult standards', 'brill building pop', 'chicago soul', 'christmas', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
86,Jealousy,Kitty Wells,nan,1955,-1,40,6UA4FVbHJYA5xlGRLww6UQ,Jealousy,Kitty Wells,0.625,0.188,7.0,-9.404,0.0294,0.67,0.0,0.0579,0.6459999999999999,151840.0,4.0,127.512,1.0,"['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'western swing']"
88,Blue Boy,Jim Reeves,nan,1955,-1,60,05k40oRJ58mQBJSAz0FkLI,Blue Boy,Jim Reeves,0.613,0.37200000000000005,0.0,-13.050999999999998,0.0299,0.785,0.0015400000000000001,0.115,0.6970000000000001,129333.0,4.0,98.549,1.0,"['adult standards', 'christmas', 'country gospel', 'cowboy western', 'nashville sound', 'rock-and-roll', 'rockabilly', 'traditional country']"
89,Stay,The Ames Brothers,nan,1955,-1,34,3fbfQEt752CQMem5OLAf4p,Stay Home,The Ames Curve,0.304,0.779,9.0,-7.42,0.0723,0.000337,0.00011,0.349,0.514,168427.0,4.0,167.391,1.0,[]
90,The Purple People Eater Meets The Witch Doctor,Joe South,nan,1955,-1,33,1OdIJI2nChNUwj9tJ6riFr,The Purple People Eater Meets the Witch Doctor,Joe South,0.6940000000000001,0.7709999999999999,4.0,-4.6419999999999995,0.386,0.805,0.0,0.5920000000000001,0.895,160347.0,4.0,146.569,0.0,"['bubblegum pop', 'folk rock', 'merseybeat']"
93,She Was Only Seventeen (He Was One Year More),Marty Robbins,nan,1955,-1,62,1zQvlTtOe3oZWVwXkexscS,She Was Only Seventeen,Marty Robbins,0.561,0.321,0.0,-10.659,0.0333,0.8590000000000001,0.0,0.344,0.536,140867.0,3.0,81.351,1.0,"['christmas', 'country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country']"
94,Little Mary,Fats Domino,nan,1955,-1,57,3GDOdWiMXSDX3YjElgpoan,Little Mary,Fats Domino,0.677,0.569,5.0,-11.061,0.0354,0.261,0.0,0.35,0.904,119160.0,4.0,151.973,1.0,"['adult standards', 'brill building pop', 'christmas', 'louisiana blues', 'lounge', 'new orleans blues', 'piano blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
96,I Believe In You,Robert & Johnny,nan,1955,-1,21,5K5x4uN9Xnm2I2jUj5FDTf,I Believe In You,Robert & Johnny,0.405,0.375,4.0,-11.879000000000001,0.0424,0.856,6.52e-05,0.14400000000000002,0.601,164833.0,4.0,74.515,1.0,[]
99,Judy,Frankie Vaughan,nan,1955,-1,27,1ZdejhoA03ns0W3MZz6Ceb,Judy,Frankie Vaughan,0.517,0.42,9.0,-12.751,0.0713,0.9640000000000001,0.000265,0.096,0.675,125933.0,4.0,89.702,0.0,"['merseybeat', 'rock-and-roll']"
100,Susie Darlin',Robin Luke,2.0,1958,-1,12,6fb0Yo4q22mmf0XCkIh2dO,Susie Darlin' - Re-Recording,Robin Luke,0.83,0.325,9.0,-13.681,0.0373,0.514,0.00165,0.172,0.816,153920.0,4.0,123.094,1.0,[]
102,Alone With You,Faron Young,2.0,1958,-1,47,1sgU6LtIDuTT2bxqdmSbh4,Alone With You,Faron Young,0.586,0.545,7.0,-9.712,0.0293,0.313,0.0,0.13699999999999998,0.904,117400.0,4.0,106.343,1.0,"['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'western swing']"
103,Drip Drop,The Drifters,2.0,1958,12,64,672bYvh0ygZMrUvRr6hN4P,Drip Drop,The Drifters,0.754,0.46299999999999997,10.0,-6.462999999999999,0.0731,0.7909999999999999,0.0,0.0965,0.9470000000000001,152267.0,4.0,119.271,1.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'doo-wop', 'folk rock', 'lounge', 'mellow gold', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
104,Lean Jean,Bill Haley And His Comets,2.0,1958,-1,56,39aMG47Bvx6PF268MYlmIF,Lean Jean,Bill Haley & His Comets,0.905,0.8859999999999999,3.0,-9.336,0.0355,0.5429999999999999,0.000123,0.138,0.963,156893.0,4.0,123.629,1.0,"['adult standards', 'brill building pop', 'christmas', 'doo-wop', 'rock-and-roll', 'rockabilly']"
105,Tears On My Pillow,Little Anthony And The Imperials,2.0,1958,-1,45,07ePHsQ0SopWrnCbNjNC2D,Tears On My Pillow,Little Anthony & The Imperials,0.43200000000000005,0.20199999999999999,0.0,-14.517999999999999,0.0283,0.9079999999999999,0.0,0.18100000000000002,0.6409999999999999,140533.0,3.0,100.082,1.0,"['brill building pop', 'classic soul', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll']"
